,id,annotation_1,annotation_2,document,label
2552,2552,"제품 전체,일반","남자 바디스프레이,25,34",그 와중에 리뷰하며 넘나 킁킁 내 취향이었던 남자 바디스프레이,2
2553,2553,"제품 전체,가격","None,0,0",원이란 엄청난 가성비에  향까지 넘나 매력적인 니치향이라서 남친 개주고 아빠개줬땅,2
2554,2554,"본품,품질","헤이톰 바디스프레이,41,51",향별로 매력이 넘나 강려크하여 자꾸 킁킁 대고 싶은 남친에게 꼭 주고싶은 헤이톰 바디스프레이 ,2
2555,2555,"본품,품질","None,0,0",미세먼지랑 황사를 막아주는 방탄크림 ㅎㅅㅎ,2
2556,2556,"제품 전체,일반","None,0,0",요녀석 하나면 요즘같은 날씨에 피부자극걱정이 없당,2
2557,2557,"본품,품질","설화수 #설안팩,1,9",설화수 설안팩 사용한 뒤로는 자고 일어나면 피부가 투명해진게 느껴져용 ,2
2558,2558,"본품,품질","수면팩,28,31",요즘 자외선 이 심해서인지 피부가 칙칙했었는뎅 수면팩 으로 자면서 투명하게,2
2559,2559,"본품,품질","None,0,0",옥성분 덕분인거 같아용,2
2560,2560,"제품 전체,일반","설안팩,24,27",     설안팩,2
2561,2561,"본품,품질","None,0,0",여드름용 주름용 화이트닝 등등 이 것 저 것 쳐발쳐발 하던 예전과는 다르게 피부뿌리부터힘있게 스킨케어 해주니 강한 화장품을 찾지 않게 되더라구요,2
2562,2562,"제품 전체,일반","에센스,10,13",인마이화장대 인생에센스 ,2
2563,2563,"제품 전체,일반","None,0,0",화이트닝제품추천 한다면 솔직히 빼놓을 수 없는 제품이죠,2
2564,2564,"제품 전체,품질","듀얼마스크팩,15,21",사용 직전 적셔 사용하는 듀얼마스크팩 이라 위생적이고 에센스 의 신선함 가득,2
2565,2565,"본품,품질","청정지역 제주의 #동백꽃추출물,4,20",거기에 청정지역 제주의 동백꽃추출물 뿐 아니라 바이오디톡스 히알루론산 등 유효성분이 아낌없이 ,2
2566,2566,"본품,품질","4~200배의 히알루론산,16,29",기타 일반 화장품 에 비해 배의 히알루론산 함유했다니 대박이쥬,2
2567,2567,"제품 전체,편의성","None,0,0",번거롭다 보니 멀리하게 되었었는데 요렇게 한 번 쓰기 좋은 양으로 한 파우치씩 판매되길래 만나봤어요,2
2568,2568,"본품,품질","자수정모델링팩,1,8",자수정모델링팩 하나면 피부관리실에 온 듯 수분감 폭발,2
2569,2569,"제품 전체,디자인","봄옷 신상,20,25",친구꺼 임부복 사주려고 둘러보다 봄옷 신상 이쁜거 많길래 제껏도 질렀네요,2
2570,2570,"제품 전체,품질","None,0,0",편하기도 엄청 편해서 짱짱,2
2571,2571,"제품 전체,디자인","None,0,0",이쁘기도 이쁘죵 ㅎ,2
2572,2572,"패키지/구성품,디자인","패키지,0,3",패키지도 심플하고 딱 내가 좋아하는 향기,2
2573,2573,"제품 전체,일반","향수,5,7",데일리 향수 로 사용하기 무난하겠엉 ,1
2574,2574,"본품,일반","제형,4,6",쫀쫀한 제형이 가볍고 수분감 가득하게 발리는게 요즘 사용하기 딱 좋아,2
2575,2575,"본품,다양성","None,0,0",종류가 가지나되서 치아 잇몸 고민이나 연령 상황에 따라 골라골라,2
2576,2576,"본품,품질","뉴질랜드 자연에서 얻은 천연 유래 원료,5,26",청정지역 뉴질랜드 자연에서 얻은 천연 유래 원료로 만든만큼 믿음가용,2
2577,2577,"본품,품질","올인원클렌저,37,43",요즘들어 자극 받은 내 피부를 위해 천연계면활성제 로 만들어진 올인원클렌저 쓰고 있어요 ,2
2578,2578,"본품,품질","천연 유래 성분,43,51",약산성클렌저 라 얼굴이나 눈도 따갑지고 않고 사용 후에 미끌미끌 한게 진짜 천연 유래 성분이구나  싶은 느낌,2
2579,2579,"패키지/구성품,품질","모공 브러쉬,0,6",모공 브러쉬도 있어서 더욱 구석구석 세안력도 좋아,2
2580,2580,"본품,품질","68%이상 에센스,28,37",지성이라 그런지 시간 지나면 막 번들거리는데 요건 이상 에센스를 함유해서 촉촉하면서도 끈적임 없는게 나한테 딱맞아,2
2581,2581,"본품,품질","None,0,0",건성팩트 라던데 수분부족형지성 인 나에게도 굿,2
2582,2582,"본품,품질","None,0,0",알맹이도 사용해보니 순하고 트러블도 없어져서 좋더라구요 ,2
2583,2583,"본품,품질","None,0,0",딱쓰기 좋은 촉촉함,2
2584,2584,"본품,품질","None,0,0",블로그 후기가 좋길래 써봤는데 어머 진짜 커버력도 좋고 화사하게 마무리되네,2
2585,2585,"본품,품질","None,0,0",덕지덕지 발라도 뽀송뽀송하게 피부에 싹 스며들어 신기하더라,2
2586,2586,"제품 전체,일반","None,0,0",여름에 바르기에 딱인듯,2
2587,2587,"본품,품질","None,0,0",무겁지 않고 가벼우면서 보습력은 짱이넹,2
2588,2588,"제품 전체,디자인","None,0,0",디자인도 넘이쁘고 정말 연말선물 괜찮은 아이템,2
2589,2589,"제품 전체,디자인","None,0,0",이뽀,2
2590,2590,"본품,품질","열광자차,70,74",다음 주에 동남아여행 앞두고 자외선차단 더 신경쓰였는데 자외선뿐 아니라 근적외선까지 차단해서 태양열과 빛으로부터 지켜주는 열광자차 라니 참 든든해요 ,2
2591,2591,"본품,품질","None,0,0",붉어진 피부에 즉각적으로 쿨링 효과도 준다는 건 안 비밀,2
2592,2592,"본품,품질","None,0,0",여행갈 때도 잠깐 외출하러 나갈 때도 빛나고 당당한 피부 완성,2
2593,2593,"제품 전체,일반","르주르 #섬유유연제,9,19",기분 좋아지는 르주르 섬유유연제 ,2
2594,2594,"패키지/구성품,일반","패키지,22,25",새로 주문할 때 마다 참 기분 좋아지는 패키지,2
2595,2595,"본품,일반","향기,52,54", 팔로우미  가 운동복 니트 관리를 르주르로 하던데 은은한 향기가 솔솔 ,2
2596,2596,"제품 전체,일반","None,0,0",맞아  참 괜찮지 ,2
2597,2597,"본품,품질","None,0,0",뽀송뽀송 마무리 좋아라,2
2598,2598,"제품 전체,일반","복숭아선크림,11,17",요즘 나 나갈 때 복숭아선크림 하나만 바르고 외출하쟈나 ,2
2599,2599,"본품,품질","None,0,0",피부결보정과 함께 복숭아빛 피부톤까지 짠,2
2600,2600,"본품,품질","닥터뉴엘 #자외선차단제,27,39",  강한 자외선차단 까지 해주니까 닥터뉴엘 자외선차단제 하나로 외출준비 끝,2
2601,2601,"제품 전체,일반","None,0,0",직장인 추천템 ,2
2602,2602,"제품 전체,일반","아이투오미니,6,12",그럴때면 아이투오미니 한번씩 넣어줘요,2
2603,2603,"제품 전체,일반","무방부제 #인공눈물,1,11",무방부제 인공눈물 이라 렌즈 착용한 상태에서도 사용 가능하고 간편하게 하나씩 챙길 수 있어 편하더라고요,2
2604,2604,"제품 전체,인지도","AHC #레드세럼,10,19",짠 요즘 핫한  레드세럼 저도 사용해봤어요 ,2
2605,2605,"제품 전체,일반","None,0,0",제대로 레드에너지 가 느껴진달까 ,2
2606,2606,"제품 전체,일반","AHC #세럼,16,23",역시 에스테틱노하우 담기  세럼 답구나 싶더라구요,2
2607,2607,"본품,품질","None,0,0",끈적이지 않게 촉촉하게 스며들면서 피부 깊숙히 쫀쫀해지는 느낌,2
2608,2608,"본품,품질","None,0,0",답답하지 않으니 잔주름이 신경쓰이는 부위에는 한 번 더 덧발라 사용 해주고 있는데 진정 피부 탱탱해진거 같지 않나유,2
2609,2609,"본품,품질","None,0,0",꽉 채워주는 느낌 느껴봐 ,2
2610,2610,"본품,품질","파운데이션,26,31",무너짐 없이 여름 내내 넘나 잘 사용했었던 파운데이션 ,2
2611,2611,"제품 전체,일반","None,0,0",가을 데일리메이크업 도 너로 하겠어 ,2
2612,2612,"제품 전체,일반","None,0,0",이번이 벌써 세통째라지,2
2613,2613,"본품,품질","None,0,0",쉬드엘 아티스트웨어 스킨핏 리퀴드 파운데이션 지속력 좋고 커버력 좋고 밀착력도 ,2
2614,2614,"본품,품질","None,0,0",모공 기미 여드름 까지 싸그리 다 가려주는 고마운 아이 ,2
2615,2615,"제품 전체,디자인","다이치유모차,4,10",예쁜 다이치유모차 앉아 기분 좋아,2
2616,2616,"본품,품질","바퀴,12,14",흔들림 없이 안정적인 바퀴 ,2
2617,2617,"제품 전체,품질","None,0,0",엄마도 핸들링 편하고 아이도 안정감 있고,2
2618,2618,"본품,품질","PU타이어,23,28",디럭스유모차 에 많이 쓰이는 고급 소재 타이어가 사용되었다지,2
2619,2619,"본품,품질","독립서스펜션 6개,0,9",독립서스펜션 개 탑재된 하이엔드 절충형유모차 ,2
2620,2620,"제품 전체,편의성","폴딩,0,2",폴딩도 짱쉽고 들고다니기도 편하고 이너시트 양면이라 여름에도 쓰기 좋은거 안 비밀,2
2621,2621,"본품,품질",",0,0",전방보기 엄마보기 뭐든 다 ,2
2622,2622,"제품 전체,일반","다이치유모차앨리,1,9",다이치유모차앨리 칭찬해 ,2
2623,2623,"제품 전체,일반","스위스밀리터리 #에어서큘레이터,1,17",스위스밀리터리 에어서큘레이터추천 뿜뿜 ,1
2624,2624,"본품,품질","None,0,0",공기 순환에 도움을 줘서 환기와 온도유지에 효과적이라 봄부터 겨울까지 사계절내내 사용가능,2
2625,2625,"제품 전체,품질","None,0,0",에어컨과 함께 작동시 효율적으로 온도유지해줘서 냉난방비도 절감하고 ,2
2626,2626,"본품,품질","소음,16,18",요녀석  소비전력도 적은데 소음은 더 적어 쿄쿄,2
2627,2627,"제품 전체,디자인","콜카 #스니커즈,1,9",콜카 스니커즈 예쁨 뿜뿜,2
2628,2628,"제품 전체,편의성","None,0,0",편하고 가볍고 ,2
2629,2629,"제품 전체,디자인","kolca,1,6", 청바지코디 에 넘나 잘 어울리는거 아니닝,2
2630,2630,"본품,품질","None,0,0",촉촉함만을 남긴다는 갓세정젤,2
2631,2631,"본품,품질","None,0,0",쓰고나서 당김없이 매끈하고 촉촉한 사용감에 푹빠짐,2
2632,2632,"본품,품질","버블프리pH밸런싱클렌져,22,34",환절기 쉽게 민감피부 되곤 하는데 버블프리밸런싱클렌져 사용하니 자극 ,2
2633,2633,"제품 전체,일반","None,0,0",부담없이 데일리케어 하기 존좋 ,2
2634,2634,"본품,품질","브링그린 #오렌지토너,5,16",하지만 브링그린 오렌지토너 로 극복 ,2
2635,2635,"제품 전체,일반","None,0,0",보기만해도 상큼 터지는 이녀석,2
2636,2636,"제품 전체,일반","None,0,0",내피부도 상큼하게 해주네요,2
2637,2637,"본품,품질","None,0,0",모공도 쫀쫀해지고 미백기능성 이라 얼굴도 환해진 것 같은거 지금 제 착각인 것 같지 않죠 ,2
2638,2638,"제품 전체,일반","시트마스크,1,6",시트마스크 추천 ,2
2639,2639,"제품 전체,가격","None,0,0",  원 가성비갑,2
2640,2640,"제품 전체,가격","None,0,0",이 가격 실화냐 ,2
2641,2641,"제품 전체,일반","None,0,0",환절기피부관리 위해 일팩 실천해볼까 하는 요즘 너란 녀석 쟁이지 않을 수가 없구나,2
2642,2642,"본품,품질","None,0,0",초초밀착력으로 영양 쏙쏙 피부 그대로 흡수되는 느낌,2
2643,2643,"본품,품질","초밀착 #마스크,1,9",초밀착 마스크추천 은 이런거다,2
2644,2644,"제품 전체,일반","브링그린 #시트마스크,0,11",브링그린 시트마스크 니가 제대로 보여주는구나,2
2645,2645,"본품,품질","None,0,0",하고 나니 피부에 수분 가득 차오른 느낌 느껴지죠,2
2646,2646,"제품 전체,일반","None,0,0",봄철피부관리 너하나로 충분하겠어,2
2647,2647,"제품 전체,일반","None,0,0",올리브영마스크 쟁여봐요 ,2
2648,2648,"제품 전체,일반","None,0,0",이런 미친크림 을 봤나,2
2649,2649,"제품 전체,일반","None,0,0",존좋 ,2
2650,2650,"본품,편의성","None,0,0",각질제거 피지제거 바르기만 하면 끝,2
2651,2651,"본품,품질","None,0,0",밤 사이 화이트헤드 블랙헤드 굿바이 ,2
2652,2652,"본품,품질","None,0,0",다음 날 되면 초크초크 화장 넘나 잘먹네,2
2653,2653,"본품,품질","워터크림,1,5",워터크림 으로 초크초크 스킨케어 마무리 제대로,2
2654,2654,"제품 전체,일반","None,0,0",인생크림 만난 느낌이얌 ,2
2655,2655,"제품 전체,일반","패딩,15,17",시어머님이 선물 해주신 패딩 맘에 쏙들고 ,2
2656,2656,"본품,품질","None,0,0",지긋지긋했던 속건조 굿바이 ,2
2657,2657,"본품,품질","세럼,0,2",세럼인데 쫀쫀하면서도 묽은 것이 피부에 가볍게 펴바르기 좋았구 피부가 푸석하고 메마를 때 요거 하나 발라주면 피부 속까지 수분이 채워지는 것 같아요,2
2658,2658,"본품,품질","None,0,0",바르자마자 보들보들해서 아침에 발랐을 때 기분이 특히 좋아요,2
2659,2659,"본품,품질","None,0,0",실크같이 보들보들 매끈한 피부결이 돼요,2
2660,2660,"본품,품질","None,0,0",결정돈이 되고 나니 피부도 쫀쫀해진 것 같고 자연스레 톤도 밝아진 것 같아요,2
2661,2661,"본품,품질","결광세럼,20,24",개인적으로 외출할 때면 파데 에 결광세럼 레이어링 하면 촉촉해서 사용하기 좋아요 ,2
2662,2662,"본품,품질","None,0,0",매끈매끈 광이 나서 그게 바로 결광메이크업 이고요 ,2
2663,2663,"본품,품질","None,0,0",꾸준히 사용할수록 피부가 달라지는 것을 느낄 수 있었어요,2
2664,2664,"본품,일반","향,8,9",신랑도 어찌나 향 좋다며 좋아하던지 콜게이트 바디워시 덕분이쥬,2
2665,2665,"제품 전체,인지도","None,0,0",유럽판매위 에 걸맞게 동물성분이 없고 어린이도 써도 되는 안전함과 보습력,2
2666,2666,"본품,품질","None,0,0",스크럽효과의 세정력과 아로마 테라피효과 까지 갖춰 요즘 애정하는 욕실템 이라쥬 ,2
2667,2667,"제품 전체,일반","컨실러,5,8",자고로 컨실러추천 하려면 요 정도 각은 나와줘야하지않나,2
2668,2668,"제품 전체,일반","쉬드엘아티스트웨어스킨핏듀얼컨실러,1,18",쉬드엘아티스트웨어스킨핏듀얼컨실러 내마음 컨실러순위 번 ,2
2669,2669,"제품 전체,일반","컨실러,1,4",컨실러인생템 드디어 찾았네,2
2670,2670,"본품,품질","None,0,0",감쪽 같은 커버메이크업 듀얼컨실러 로 짠 ,2
2671,2671,"제품 전체,품질","None,0,0",따땃한게 좋아 ,2
2672,2672,"제품 전체,품질","기모,22,24",그랜피니 맨투맨 보돌보돌 기분 좋은 기모,2
2673,2673,"제품 전체,일반","None,0,0",데일리코디 로 딱이구만,2
2674,2674,"제품 전체,일반","None,0,0",깔별로 다 갖고파랑 ,2
2675,2675,"제품 전체,일반","None,0,0",소장 욕구 뿜뿜,2
2676,2676,"본품,품질","None,0,0",매일 사용해도 자극 없이 좋다요 ,2
2677,2677,"패키지/구성품,디자인","패키지,43,46",밤에 수면팩 대용으로 사용할 수분크림 찾다가 핑크덕후였는데 마음을 울리는 패키지에 반해 망설임없이  ,2
2678,2678,"제품 전체,인지도","비비,6,8",사용하던 비비크림 을 다 써서 새로운거 찾아보던 중 네이버쇼핑에서 인기순위 등 비비라길래 궁금해서 나도 구매해봄 ,2
2679,2679,"제품 전체,인지도","겟잇뷰티비비,6,12",알고보니 겟잇뷰티비비 로 나름 유명한 제품이었넹,2
2680,2680,"제품 전체,일반","None,0,0",사용후기 는 매우매우 만족중,2
2681,2681,"본품,품질","수분감,0,3",수분감이 확실히 많아서 촉촉하니 잘 발리는데다가 발색도 자연스럽고 오래 유지되는데 커버력도 굿귯,2
2682,2682,"제품 전체,일반","None,0,0",찾았다 인생비비크림,2
2683,2683,"제품 전체,일반","None,0,0",건조한 얼굴에 최고최고 ,2
2684,2684,"본품,품질","보습,0,2",보습정말 탄탄하네요 ㅋ,2
2685,2685,"브랜드,일반","아이오페,4,8",역시 아이오페,2
2686,2686,"제품 전체,일반","제이엠솔루션 물광마스크팩,1,14",제이엠솔루션 물광마스크팩으로 지친 피부를 위해 일팩 실천중 ,2
2687,2687,"본품,품질","앰플,0,2",앰플 톡 터뜨려서 영양 팡팡 ,2
2688,2688,"본품,품질","마스크팩,7,11",피부에 착붙 마스크팩이라 물광피부 만들어준답니다 ,2
2689,2689,"제품 전체,품질","None,0,0",사용후가 더 짱짱 ㅋㅋ,2
2690,2690,"제품 전체,품질","None,0,0",반짝반짝 빛이나요 ㅋ,2
2691,2691,"패키지/구성품,디자인","케이스,37,40",평소 향수 좋아라 하는데 썽봉  깔끔하면서 감성적인 케이스에 홀딱 반했,2
2692,2692,"제품 전체,일반","에르메스의 향을 만든 크리스토프의 새로운 제품,0,25",에르메스의 향을 만든 크리스토프의 새로운 제품이라 관심있었는데 내게 왔네 고맙 ㅋ,2
2693,2693,"본품,일반","향기,0,2",향기도 선물,2
2694,2694,"제품 전체,일반","None,0,0",넘나좋은것,2
2695,2695,"제품 전체,품질","None,0,0",넘나부드러워,2
2696,2696,"제품 전체,일반","모두니트,1,5",모두니트 쵝오,2
2697,2697,"제품 전체,품질","None,0,0",이거만 입어도 촉감이 진짜 좋아요,2
2698,2698,"제품 전체,디자인","None,0,0",청바지  스커트 다 잘어울려서 편하게 코디할 수 있어용ㅋ,2
2699,2699,"제품 전체,일반","None,0,0",다른컬러도 사고프다 ㅋㅋ,2
2700,2700,"제품 전체,일반","알페신 #샴푸,19,26",넘나 예민한 신랑을 위한 선물로 알페신 샴푸 준비했어요,2
2701,2701,"본품,품질","알페신 카페인 샴푸,44,54",카페인에너지와 두피보습 두피케어에 도움을 주고 모발건강까지 딱 우리신랑을 위한 알페신 카페인 샴푸 ,2
2702,2702,"본품,품질","None,0,0",거품도 부드럽고 상쾌함까지 ㅋㅋ,2
2703,2703,"제품 전체,일반","None,0,0",넘 맘에 든다고 하네요 ㅋ,2
2704,2704,"제품 전체,일반","None,0,0",준비하길 잘했네 ,2
2705,2705,"본품,품질","None,0,0",건강한 두피를 위해 꾸준히 쓰자잉 ,2
2706,2706,"제품 전체,인지도","씹는치약,7,11",요즘 대세 씹는치약,2
2707,2707,"제품 전체,일반","성원제약 #티시리즈,20,30",에티켓 을 위해서 꼭 챙겨다니는 성원제약 티시리즈 ,2
2708,2708,"본품,품질","국내산 죽염과 핀란드산 자일리톨등,0,18",국내산 죽염과 핀란드산 자일리톨등 구강에 좋은재료 한가득,2
2709,2709,"본품,품질","None,0,0",치아건강 과 잇몸질환 예방에 도움을 줘요 ,2
2710,2710,"패키지/구성품,편의성","사이즈,16,19",가방에 쏙  휴대하기 좋은 사이즈라 맘에 들어용,2
2711,2711,"본품,품질","None,0,0",상쾌함 ,2
2712,2712,"본품,일반","향,0,1",향도 다양해서 씹는재미가 있네용 ㅋ,2
2713,2713,"제품 전체,일반","티시리즈,11,15",외출해서도 잊지않고 티시리즈로 치아관리 해준답니다 ,2
2714,2714,"제품 전체,일반","헤드스파7트리트먼트,28,38",푸석푸석 뻣뻣한 머릿결을 위해 꼭 사용하고 있는 헤드스파트리트먼트,2
2715,2715,"제품 전체,품질","None,0,0",정말 효과가 바로바로 ,2
2716,2716,"제품 전체,일반","None,0,0",대박 ㅋㅋ,2
2717,2717,"제품 전체,품질","None,0,0",초만에 머릿결이 부드러워져요 ,2
2718,2718,"제품 전체,일반","7초트리트먼트,20,27",한번 써보고 반해서 쭉 쓰게 되는 초트리트먼트,2
2719,2719,"제품 전체,일반","None,0,0",찰랑찰랑 헤어스타일 을 위해 강추 ,2
2720,2720,"제품 전체,품질","100% 순간흡수, 옆샘 방지 보솜이 리얼코튼팬티,14,41",우리를 위해서  순간흡수 옆샘 방지 보솜이 리얼코튼팬티 쓰고있지요,2
2721,2721,"제품 전체,품질","None,0,0",피부 트러블 걱정 없고 샐 걱정도 없어서 최애템 으로 손색 없네요,2
2722,2722,"제품 전체,일반","보솜이 리얼코튼,16,24",민감해지는 가을 아기 피부를 보솜이 리얼코튼으로 지켜주세요,2
2723,2723,"제품 전체,품질","리얼코튼,0,4",리얼코튼은 부드럽게 아기 엉덩이에 터치,2
2724,2724,"제품 전체,품질","None,0,0",습기는 쏙가져가 가을에도 부드럽고 보송하게 아기 엉덩이를 지켜드립니다,2
2725,2725,"제품 전체,인지도","힐링요 #에릭스도자기,7,18",홈쇼핑완판 힐링요 에릭스도자기,2
2726,2726,"제품 전체,편의성","None,0,0",전자렌지 전용이라 간편하고 빠르게 요리할 수 있고 고구마감자콘치즈라면계란찜국종류등등 할수 있는 요리들도 많고 도자기라서 더 건강하게 즐길수 있어요 ㅋㅋ,2
2727,2727,"제품 전체,편의성","힐링요매직컵,28,34",매번 물조절불조절 실패로 계란찜 안해먹었는데 힐링요매직컵 에 계란과 물 소금야채 넣고 전자렌지에 용기 그대로 돌리고 조리후 테이블에 직접 올려 바로바로 먹을 수 있으니 편해요,2
2728,2728,"제품 전체,편의성","None,0,0",또 뒤집어 줄 필요없이 한방에 몽글몽글 계란찜 완성,2
2729,2729,"제품 전체,일반","None,0,0",완전 감동 ㅠㅠ,2
2730,2730,"브랜드,일반","힐링요,3,6",이게 힐링요의 힘인가요 ㅎㅎ,2
2731,2731,"본품,품질","None,0,0",한방울 만으로도 속까지 촉촉해지는 느낌이에요,2
2732,2732,"본품,품질","None,0,0",끈적이지않고 은은한 광까지 피부에 생기가 느껴지네요,2
2733,2733,"제품 전체,일반","None,0,0",기절세럼 토닥토닥 칭찬해,2
2734,2734,"본품,품질","톤업베이스,33,38",하얗게 뜨는 백탁 없이 자연스럽게 톤보정을 해주는 데일리 톤업베이스랍니다,2
2735,2735,"제품 전체,품질","None,0,0",피부 민감성 자극 테스트 완료로 아이부터 어른까지 사용할 수 있어서 아이들에게도 발라주고 있어요 ㅋ,2
2736,2736,"본품,품질","순식물성 성분,19,26",자외선으로부터 피부를 보호해 줄 순식물성 성분 함유로 건강한 선케어가 가능하니깐 피부건강을 위해 무조건 발라요,2
2737,2737,"제품 전체,일반","야다선크림,0,5",야다선크림이 있으니깐 신나게 돌아다녀도 안심이에용,2
2738,2738,"본품,품질","None,0,0",부드러워서 민감한 피부에도 괜찮고 흡수력도 좋아서 찝찝함 ,2
2739,2739,"제품 전체,일반","None,0,0",예민한 날에도 걱정없어요 ,2
2740,2740,"패키지/구성품,디자인","패키지,0,3",패키지부터가 깔끔하니 이뻐서 마음에 드네 ,2
2741,2741,"본품,품질","None,0,0",부드럽고 찰랑찰랑 너무 좋아요,2
2742,2742,"본품,품질","자연유래성분 94%,0,10",자연유래성분 로 순해서 온가족이 사용할수 있고 두피모발볼륨모발 컨디셔닝효과를 한번에,2
2743,2743,"본품,품질","수앤샴푸,16,20",린스에센스를 따로 쓰지않고 수앤샴푸만 써도 부드러워지는 것을 느낄수 있어요,2
2744,2744,"본품,품질","None,0,0",예전에는 빗질도 안되고 모발이 부스스하고 건조한게 정말 한숨밖에 안나왔는데 한달두달 사용하고 나니 확실히 윤기있고 좋아졌네요,2
2745,2745,"제품 전체,일반","수앤샴푸,9,13",찰랑찰랑 머릿결 수앤샴푸 써보세용 ,2
2746,2746,"본품,품질","None,0,0",머리끝에 톡톡 발라줬더니 부드럽고 향기도 좋아,2
2747,2747,"제품 전체,디자인","무민수납장,27,32",아기자기한걸 좋아하는 우리 딸램을 위해 준비한 무민수납장,2
2748,2748,"제품 전체,디자인","None,0,0",꺄 ㅋ진짜 넘귀엽지않나요,2
2749,2749,"제품 전체,일반","None,0,0",제꺼 하고 싶은거 꾹 참았네요 ㅋ,2
2750,2750,"본품,편의성","칸,26,27",쪼그만 소품들도 한가득이라 정리하기 힘들었는데 칸도 많고 나뉘어져 있어서 정리하기도 쉬워요,2
2751,2751,"제품 전체,편의성","1987 프린팅 티셔츠,9,21",편해서 매일입는  프린팅 티셔츠 맘에 쏙 들었어,2
2752,2752,"본품,품질","None,0,0",착한성분으로 자극없어서 온가족이 바르기도 좋아요,2
2753,2753,"본품,품질","None,0,0",저도 바르고 있는데 부드럽고 아기피부 되는거 같아서ㅋㅋ 맘에 쏙,2
2754,2754,"제품 전체,디자인","컬러,7,9",시원해보이는 컬러에 가볍고 공간도 실용적이게 분류되어있어 완전 편해요 ㅋ,2
2755,2755,"본품,품질","워싱소재,6,10",무엇보다 워싱소재 라 특별해요,2
2756,2756,"본품,일반","컬러,8,10",봄맞이 화사한 컬러의 봄립스틱 추천,2
2757,2757,"제품 전체,인지도","레브론립스틱,24,30",년간 헐리웃 스타들의 사랑을 받고있는 레브론립스틱,2
2758,2758,"본품,다양성","컬러,0,2",컬러도 다양하고 발색깡패,2
2759,2759,"본품,일반","None,0,0",완전이쁨,2
2760,2760,"제품 전체,일반","None,0,0",봄립스틱으로 딱이에요,2
2761,2761,"본품,품질","None,0,0",제가 직접 써봤는데 한번 쓰윽 터치만으로 선명하게 표현이 되고 그윽한 입술 완성 컬러하나하나가 예술이네요,2
2762,2762,"본품,일반","컬러,15,17",어떤피부톤에도 완성도 높은 컬러가 매력적인 레브론 수퍼러스트러스립스틱,2
2763,2763,"제품 전체,일반","None,0,0",코덕이라면 반할만한 제품이죠,2
2764,2764,"제품 전체,일반","None,0,0",두가지 제품모두 매력뿜뿜,2
2765,2765,"본품,품질","3개의 브러시,0,7",개의 브러시가 치아 구석구석 깨끗하게 닦아줘요  ㅋ,2
2766,2766,"제품 전체,일반","None,0,0",올바른 양치질을 쉽게 할수 있으니깐 뽀득뽀득 더 상쾌하고 시원한 느낌 ,2
2767,2767,"본품,편의성","쿨샤,0,2",쿨샤하기전에는 양치질 진짜 귀찮았는데 이젠 편하고 좋아요 ㅋ,2
2768,2768,"제품 전체,디자인","None,0,0",디자인도 고급스럽고 본체하나에 가족브러쉬 표시만 해놓으면 모두 사용할수 있으니깐 정말 최고최고 ,2
2769,2769,"제품 전체,일반","쿨샤,8,10",상쾌한 아침은 쿨샤 덕분 ,2
2770,2770,"본품,일반","None,0,0",미친 향기로움,2
2771,2771,"패키지/구성품,디자인","패키지,4,7",고급스런패키지로 선물로도 좋아요,2
2772,2772,"본품,다양성","향기,3,5",다양한향기로 취향별로 골라쓰긔,2
2773,2773,"본품,편의성","None,0,0",아이들도 쉽게 사용할수 있어 좋아요,2
2774,2774,"본품,품질","None,0,0",유해세균제거는 물론 거품도 풍성하고ㅋ세정력도 ,2
2775,2775,"제품 전체,일반","아론샵 #물광트리트먼트,18,30",그래서 요즘 꼭 사용하고 있는 아론샵 물광트리트먼트,2
2776,2776,"본품,일반","용량,3,5",많은 용량에 한번 반하지만 사용후 느낌이 더 만족스럽다는거 ,2
2777,2777,"본품,품질","None,0,0",손상된 모발에 영양을 가득,2
2778,2778,"제품 전체,일반","미용실헤어팩,0,6",미용실헤어팩을 집에서 할수 있어서 좋아요,2
2779,2779,"제품 전체,일반","None,0,0",머릿결관리를 위해 꼬옥  ㅋ,2
2780,2780,"제품 전체,품질","아론샵,0,3",아론샵으로 꾸준히 관리하고 있어서 머릿결이 차분해지고 찰랑찰랑 해졌어요,2
2781,2781,"제품 전체,품질","레이몬매트리스,35,42",고민하던중에 환경호르몬 진드기 세균 오염 세탁걱정 없는 레이몬매트리스를 알게 되었어요 ,2
2782,2782,"제품 전체,일반","None,0,0",가족의 건강과 편안함을 위해 당장 고고 ,2
2783,2783,"제품 전체,품질","특수 그물망구조,0,8",특수 그물망구조로 가벼운 편이라 이동도 ,2
2784,2784,"본품,일반","None,0,0",물을 흡수하는 구조가 아니라서 오염에도 걱정 ,2
2785,2785,"제품 전체,편의성","None,0,0",물로 씻어내면 되서 정말 편해요,2
2786,2786,"본품,일반","None,0,0",이건 정말 필요한기능이네요 ,2
2787,2787,"본품,품질","공기가 잘통하는 구조,0,11",공기가 잘통하는 구조라 체온을 유지시켜 사계절내내 ,2
2788,2788,"제품 전체,품질","무중력 토퍼 레이몬,0,10",무중력 토퍼 레이몬은 적절한 쿠션과 탄성으로 몸을 편안하게 받쳐줘서 숙면을 취할수 있도록 해줘요,2
2789,2789,"제품 전체,품질","None,0,0",또한 내구성과 복원력도 좋고 반영구적이라 경제적이랍니다,2
